scenario_id,c_timestep,money_distribution_timestep,income_distribution_rule_timestep,growth_rule_timestep,spending_label_timestep,topology_label_timestep,event_large_event_rate_timestep,mean_event_fraction_timestep,propagated_share_total_timestep,event_occupancy_timestep,c_period,money_distribution_period,income_distribution_rule_period,growth_rule_period,spending_label_period,topology_label_period,event_large_event_rate_period,mean_event_fraction_period,propagated_share_total_period,event_occupancy_period
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-low__topo-sw_k12,0.8,uniform,biased,preferential_debt,low,sw_k12,0.0,0.0090361445783132,0.074074074074074,0.0357964347326049,0.8,uniform,biased,preferential_debt,low,sw_k12,0.7972222222222223,0.1443749999999999,0.0533910533910533,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-low__topo-sw_k24,0.8,uniform,biased,preferential_debt,low,sw_k24,0.0,0.0090277777777777,0.0769230769230769,0.0388286685002426,0.8,uniform,biased,preferential_debt,low,sw_k24,0.4722222222222222,0.0963657407407407,0.0763872207542637,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-baseline__topo-complete,0.8,uniform,biased,preferential_debt,baseline,complete,0.0,0.0096296296296296,0.1322115384615384,0.0360721442885771,0.8,uniform,biased,preferential_debt,baseline,complete,0.9972222222222222,0.6096527777777777,0.0591942894027413,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-baseline__topo-er_k6,0.8,uniform,biased,preferential_debt,baseline,er_k6,0.0,0.0086202185792349,0.0332805071315372,0.0611222444889779,0.8,uniform,biased,preferential_debt,baseline,er_k6,1.0,0.4581481481481481,0.0346099434114793,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-baseline__topo-er_k12,0.8,uniform,biased,preferential_debt,baseline,er_k12,0.0,0.0089330024813895,0.0648148148148148,0.040380761523046,0.8,uniform,biased,preferential_debt,baseline,er_k12,0.9972222222222222,0.4801851851851851,0.0459892016968762,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-baseline__topo-er_k24,0.8,uniform,biased,preferential_debt,baseline,er_k24,0.0,0.0090843023255813,0.0826666666666666,0.0344689378757515,0.8,uniform,biased,preferential_debt,baseline,er_k24,0.9972222222222222,0.5058101851851852,0.056015742986591,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k6,0.8,uniform,biased,preferential_debt,baseline,ba_k6,0.0,0.0086007130124777,0.0300518134715025,0.0937061535377831,0.8,uniform,biased,preferential_debt,baseline,ba_k6,0.9916666666666668,0.3471527777777777,0.0499433219977328,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k12,0.8,uniform,biased,preferential_debt,baseline,ba_k12,0.0,0.0088579136690647,0.0558375634517766,0.0557114228456913,0.8,uniform,biased,preferential_debt,baseline,ba_k12,1.0,0.3957870370370371,0.0624049596444028,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k24,0.8,uniform,biased,preferential_debt,baseline,ba_k24,0.0,0.0090292648108493,0.0770750988142292,0.0467935871743487,0.8,uniform,biased,preferential_debt,baseline,ba_k24,0.9972222222222222,0.4583796296296296,0.0662559337440662,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k6,0.8,uniform,biased,preferential_debt,baseline,sw_k6,0.0,0.0086441681468324,0.035958904109589,0.0564128256513026,0.8,uniform,biased,preferential_debt,baseline,sw_k6,1.0,0.5149074074074074,0.0383474195288617,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k12,0.8,uniform,biased,preferential_debt,baseline,sw_k12,0.0,0.0087740384615384,0.0502283105022831,0.0416833667334669,0.8,uniform,biased,preferential_debt,baseline,sw_k12,0.9972222222222222,0.5290972222222222,0.0486065537909611,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k24,0.8,uniform,biased,preferential_debt,baseline,sw_k24,0.0,0.0091221682847896,0.0842572062084257,0.0412825651302605,0.8,uniform,biased,preferential_debt,baseline,sw_k24,1.0,0.5368055555555555,0.0543337645536869,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_income__topo-complete,0.8,uniform,biased,preferential_debt,high_income,complete,0.0,0.0095507976490344,0.1208791208791208,0.0397795591182364,0.8,uniform,biased,preferential_debt,high_income,complete,1.0,0.7601157407407407,0.0898376831013795,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_income__topo-er_k6,0.8,uniform,biased,preferential_debt,high_income,er_k6,0.0,0.0086973478939157,0.0328849028400597,0.0642284569138276,0.8,uniform,biased,preferential_debt,high_income,er_k6,1.0,0.4963425925925926,0.0702826228896558,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_income__topo-er_k12,0.8,uniform,biased,preferential_debt,high_income,er_k12,0.0,0.0089274546591619,0.0665499124343257,0.0534068136272545,0.8,uniform,biased,preferential_debt,high_income,er_k12,1.0,0.5401157407407408,0.097715681652595,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_income__topo-er_k24,0.8,uniform,biased,preferential_debt,high_income,er_k24,0.0,0.0089092872570194,0.0606060606060606,0.0463927855711422,0.8,uniform,biased,preferential_debt,high_income,er_k24,1.0,0.5874537037037038,0.1073764678067617,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_income__topo-ba_k6,0.8,uniform,biased,preferential_debt,high_income,ba_k6,0.0,0.0086494555672637,0.03248730964467,0.0950901803607214,0.8,uniform,biased,preferential_debt,high_income,ba_k6,0.9972222222222222,0.3712268518518518,0.1116168859512377,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_income__topo-ba_k12,0.8,uniform,biased,preferential_debt,high_income,ba_k12,0.0,0.008641130870953,0.0343007915567282,0.0732464929859719,0.8,uniform,biased,preferential_debt,high_income,ba_k12,0.9944444444444444,0.4411574074074074,0.139049218176094,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_income__topo-ba_k24,0.8,uniform,biased,preferential_debt,high_income,ba_k24,0.0,0.0089779874213836,0.0718038528896672,0.0531062124248497,0.8,uniform,biased,preferential_debt,high_income,ba_k24,1.0,0.5065046296296296,0.1419496366710845,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_income__topo-sw_k6,0.8,uniform,biased,preferential_debt,high_income,sw_k6,0.0,0.0086589483839845,0.0306406685236768,0.0692384769539078,0.8,uniform,biased,preferential_debt,high_income,sw_k6,0.9972222222222222,0.5596296296296296,0.0729235605559232,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_income__topo-sw_k12,0.8,uniform,biased,preferential_debt,high_income,sw_k12,0.0,0.0088972431077694,0.0598591549295774,0.0533066132264529,0.8,uniform,biased,preferential_debt,high_income,sw_k12,0.9972222222222222,0.5934027777777777,0.0912034328067095,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_income__topo-sw_k24,0.8,uniform,biased,preferential_debt,high_income,sw_k24,0.0,0.0089536807278742,0.069284064665127,0.040380761523046,0.8,uniform,biased,preferential_debt,high_income,sw_k24,1.0,0.6106712962962964,0.1068193017702134,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_wealth__topo-complete,0.8,uniform,biased,preferential_debt,high_wealth,complete,0.0,0.0096222222222222,0.1316397228637413,0.0375751503006012,0.8,uniform,biased,preferential_debt,high_wealth,complete,1.0,0.7044212962962964,0.0554040287864348,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_wealth__topo-er_k6,0.8,uniform,biased,preferential_debt,high_wealth,er_k6,0.0,0.0088560070671378,0.0573566084788029,0.1134268537074148,0.8,uniform,biased,preferential_debt,high_wealth,er_k6,0.9888888888888888,0.3849537037037037,0.1659049909801563,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_wealth__topo-er_k12,0.8,uniform,biased,preferential_debt,high_wealth,er_k12,0.0,0.0088739746457867,0.0609243697478991,0.0447895791583166,0.8,uniform,biased,preferential_debt,high_wealth,er_k12,0.9972222222222222,0.4926388888888888,0.0558218212574006,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_wealth__topo-er_k24,0.8,uniform,biased,preferential_debt,high_wealth,er_k24,0.0,0.008954248366013,0.0656934306569343,0.0511022044088176,0.8,uniform,biased,preferential_debt,high_wealth,er_k24,0.9972222222222222,0.5339583333333334,0.0655915376945419,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_wealth__topo-ba_k6,0.8,uniform,biased,preferential_debt,high_wealth,ba_k6,0.0,0.0086276898091758,0.0329411764705882,0.0822645290581162,0.8,uniform,biased,preferential_debt,high_wealth,ba_k6,1.0,0.3638657407407407,0.0598638590241109,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_wealth__topo-ba_k12,0.8,uniform,biased,preferential_debt,high_wealth,ba_k12,0.0,0.0087112171837708,0.0399543378995433,0.0839679358717434,0.8,uniform,biased,preferential_debt,high_wealth,ba_k12,1.0,0.4193518518518518,0.0771141532347096,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_wealth__topo-ba_k24,0.8,uniform,biased,preferential_debt,high_wealth,ba_k24,0.0,0.009318766066838,0.1011494252873563,0.0389779559118236,0.8,uniform,biased,preferential_debt,high_wealth,ba_k24,0.9972222222222222,0.4875231481481481,0.0754949907411803,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_wealth__topo-sw_k6,0.8,uniform,biased,preferential_debt,high_wealth,sw_k6,0.0,0.0085504342017368,0.0234375,0.05,0.8,uniform,biased,preferential_debt,high_wealth,sw_k6,0.9972222222222222,0.5449768518518519,0.0420507157116765,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_wealth__topo-sw_k12,0.8,uniform,biased,preferential_debt,high_wealth,sw_k12,0.0,0.0089652448657188,0.0704845814977973,0.0422845691382765,0.8,uniform,biased,preferential_debt,high_wealth,sw_k12,0.9972222222222222,0.5790277777777778,0.0531302470616454,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_wealth__topo-sw_k24,0.8,uniform,biased,preferential_debt,high_wealth,sw_k24,0.0,0.009160756501182,0.0903225806451612,0.0423847695390781,0.8,uniform,biased,preferential_debt,high_wealth,sw_k24,0.9972222222222222,0.550787037037037,0.0676641170042867,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_both__topo-complete,0.8,uniform,biased,preferential_debt,high_both,complete,0.0,0.0092572062084257,0.0958083832335329,0.045190380761523,0.8,uniform,biased,preferential_debt,high_both,complete,1.0,0.749513888888889,0.0994471725501096,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_both__topo-er_k6,0.8,uniform,biased,preferential_debt,high_both,er_k6,0.0,0.0087460063897763,0.0410958904109589,0.0627254509018036,0.8,uniform,biased,preferential_debt,high_both,er_k6,0.9944444444444444,0.422662037037037,0.2013801413001807,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_both__topo-er_k12,0.8,uniform,biased,preferential_debt,high_both,er_k12,0.0,0.0087881219903691,0.045662100456621,0.0624248496993988,0.8,uniform,biased,preferential_debt,high_both,er_k12,0.9972222222222222,0.5653472222222221,0.0907750890553986,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_both__topo-er_k24,0.8,uniform,biased,preferential_debt,high_both,er_k24,0.0,0.0092362678705793,0.0875763747454175,0.0443887775551102,0.8,uniform,biased,preferential_debt,high_both,er_k24,1.0,0.5927083333333333,0.1118531536809216,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k6,0.8,uniform,biased,preferential_debt,high_both,ba_k6,0.0,0.008615107913669,0.0271398747390396,0.1392785571142284,0.8,uniform,biased,preferential_debt,high_both,ba_k6,1.0,0.3926851851851852,0.116599858523933,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k12,0.8,uniform,biased,preferential_debt,high_both,ba_k12,0.0,0.0088250254323499,0.0480307396733909,0.0984969939879759,0.8,uniform,biased,preferential_debt,high_both,ba_k12,1.0,0.4425231481481481,0.153109797562379,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k24,0.8,uniform,biased,preferential_debt,high_both,ba_k24,0.0,0.0086926478717523,0.0397456279809221,0.0604208416833667,0.8,uniform,biased,preferential_debt,high_both,ba_k24,0.9972222222222222,0.5128703703703703,0.1460552446289944,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_both__topo-sw_k6,0.8,uniform,biased,preferential_debt,high_both,sw_k6,0.0,0.0087074829931972,0.037109375,0.0490981963927855,0.8,uniform,biased,preferential_debt,high_both,sw_k6,0.9972222222222222,0.5755092592592592,0.0677338910787547,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_both__topo-sw_k12,0.8,uniform,biased,preferential_debt,high_both,sw_k12,0.0,0.0089535623409669,0.063943161634103,0.05250501002004,0.8,uniform,biased,preferential_debt,high_both,sw_k12,1.0,0.6179861111111111,0.0895231673970858,1.0
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_both__topo-sw_k24,0.8,uniform,biased,preferential_debt,high_both,sw_k24,0.0,0.0091250989707046,0.0867678958785249,0.0421843687374749,0.8,uniform,biased,preferential_debt,high_both,sw_k24,0.9972222222222222,0.6525462962962962,0.0990067399787158,1.0
c-0p80__money-normal__income-uniform__growth-random__spend-low__topo-complete,0.8,normal,uniform,random,low,complete,0.0,0.0090277777777777,0.0769230769230769,0.00582995951417,0.8,normal,uniform,random,low,complete,0.0,0.0117333333333333,0.1590909090909091,0.3472222222222222
c-0p80__money-normal__income-uniform__growth-random__spend-low__topo-er_k6,0.8,normal,uniform,random,low,er_k6,0.0,0.0087254901960784,0.0449438202247191,0.0131538223460229,0.8,normal,uniform,random,low,er_k6,0.0,0.021059637912673,0.1340075853350189,0.8694444444444445
c-0p80__money-normal__income-uniform__growth-random__spend-low__topo-er_k12,0.8,normal,uniform,random,low,er_k12,0.0,0.0091101694915254,0.0852713178294573,0.0179086356047958,0.8,normal,uniform,random,low,er_k12,0.0,0.018,0.1616161616161616,0.7638888888888888
c-0p80__money-normal__income-uniform__growth-random__spend-low__topo-er_k24,0.8,normal,uniform,random,low,er_k24,0.0,0.0086065573770491,0.0317460317460317,0.0095030378563639,0.8,normal,uniform,random,low,er_k24,0.0,0.0136561954624781,0.1469648562300319,0.5305555555555556
c-0p80__money-normal__income-uniform__growth-random__spend-low__topo-ba_k6,0.8,normal,uniform,random,low,ba_k6,0.0,0.0090277777777777,0.0769230769230769,0.0244782676918248,0.8,normal,uniform,random,low,ba_k6,0.0,0.0325214899713467,0.1336270190895741,0.9694444444444444
c-0p80__money-normal__income-uniform__growth-random__spend-low__topo-ba_k12,0.8,normal,uniform,random,low,ba_k12,0.0,0.0094352617079889,0.1167883211678832,0.0179631828978622,0.8,normal,uniform,random,low,ba_k12,0.0029411764705882,0.0305147058823529,0.1397590361445783,0.9444444444444444
c-0p80__money-normal__income-uniform__growth-random__spend-low__topo-ba_k24,0.8,normal,uniform,random,low,ba_k24,0.0,0.0090116279069767,0.075268817204301,0.0135007849293563,0.8,normal,uniform,random,low,ba_k24,0.0,0.0223713646532438,0.19375,0.8277777777777777
c-0p80__money-normal__income-uniform__growth-random__spend-low__topo-sw_k6,0.8,normal,uniform,random,low,sw_k6,0.0,0.0083333333333333,0.0,0.0063559322033898,0.8,normal,uniform,random,low,sw_k6,0.0,0.0129472693032015,0.1054545454545454,0.4916666666666666
c-0p80__money-normal__income-uniform__growth-random__spend-low__topo-sw_k12,0.8,normal,uniform,random,low,sw_k12,0.0,0.0085,0.0196078431372549,0.0078406774345303,0.8,normal,uniform,random,low,sw_k12,0.0,0.0118551587301587,0.1297071129707113,0.4666666666666667
c-0p80__money-normal__income-uniform__growth-random__spend-low__topo-sw_k24,0.8,normal,uniform,random,low,sw_k24,0.0,0.0088095238095238,0.054054054054054,0.0054381603480422,0.8,normal,uniform,random,low,sw_k24,0.0,0.0119123931623931,0.116591928251121,0.4333333333333333
c-0p80__money-normal__income-uniform__growth-random__spend-baseline__topo-complete,0.8,normal,uniform,random,baseline,complete,0.0,0.0084821428571428,0.0175438596491228,0.0056112224448897,0.8,normal,uniform,random,baseline,complete,0.0140350877192982,0.0255555555555555,0.3798627002288329,0.7916666666666666
c-0p80__money-normal__income-uniform__growth-random__spend-baseline__topo-er_k6,0.8,normal,uniform,random,baseline,er_k6,0.0,0.00921875,0.096045197740113,0.016041708441949,0.8,normal,uniform,random,baseline,er_k6,0.2100840336134453,0.072689075630252,0.186897880539499,0.9916666666666668
c-0p80__money-normal__income-uniform__growth-random__spend-baseline__topo-er_k12,0.8,normal,uniform,random,baseline,er_k12,0.0,0.0087643678160919,0.0491803278688524,0.0174348697394789,0.8,normal,uniform,random,baseline,er_k12,0.096590909090909,0.0573390151515151,0.2530966143682907,0.9777777777777776
c-0p80__money-normal__income-uniform__growth-random__spend-baseline__topo-er_k24,0.8,normal,uniform,random,baseline,er_k24,0.0,0.0089539007092198,0.0693069306930693,0.0094188376753507,0.8,normal,uniform,random,baseline,er_k24,0.0231884057971014,0.0426811594202898,0.2914544425580079,0.9583333333333334
c-0p80__money-normal__income-uniform__growth-random__spend-baseline__topo-ba_k6,0.8,normal,uniform,random,baseline,ba_k6,0.0,0.0088905775075987,0.0626780626780626,0.0329659318637274,0.8,normal,uniform,random,baseline,ba_k6,0.7,0.1098842592592592,0.1858015588792921,1.0
c-0p80__money-normal__income-uniform__growth-random__spend-baseline__topo-ba_k12,0.8,normal,uniform,random,baseline,ba_k12,0.0,0.0088290840415486,0.053475935828877,0.0353707414829659,0.8,normal,uniform,random,baseline,ba_k12,0.4651810584958217,0.0944753946146703,0.2302211302211302,0.9972222222222222
c-0p80__money-normal__income-uniform__growth-random__spend-baseline__topo-ba_k24,0.8,normal,uniform,random,baseline,ba_k24,0.0,0.0093681917211328,0.1104651162790697,0.0153306613226452,0.8,normal,uniform,random,baseline,ba_k24,0.2144846796657381,0.0744661095636026,0.2618453865336658,0.9972222222222222
c-0p80__money-normal__income-uniform__growth-random__spend-baseline__topo-sw_k6,0.8,normal,uniform,random,baseline,sw_k6,0.0,0.0084905660377358,0.0185185185185185,0.0053106212424849,0.8,normal,uniform,random,baseline,sw_k6,0.0,0.030835806132542,0.1852445870088211,0.9361111111111112
c-0p80__money-normal__income-uniform__growth-random__spend-baseline__topo-sw_k12,0.8,normal,uniform,random,baseline,sw_k12,0.0,0.0083333333333333,0.0,0.0053106212424849,0.8,normal,uniform,random,baseline,sw_k12,0.0063492063492063,0.0281216931216931,0.2427093132643462,0.875
c-0p80__money-normal__income-uniform__growth-random__spend-baseline__topo-sw_k24,0.8,normal,uniform,random,baseline,sw_k24,0.0,0.0083333333333333,0.0,0.0055110220440881,0.8,normal,uniform,random,baseline,sw_k24,0.0096463022508038,0.0280278670953912,0.2925430210325048,0.8638888888888889
c-0p80__money-normal__income-uniform__growth-random__spend-high_income__topo-complete,0.8,normal,uniform,random,high_income,complete,0.0,0.0086111111111111,0.0161290322580645,0.0060120240480961,0.8,normal,uniform,random,high_income,complete,0.1671554252199413,0.0614125122189638,0.4544369279745324,0.9472222222222222
c-0p80__money-normal__income-uniform__growth-random__spend-high_income__topo-er_k6,0.8,normal,uniform,random,high_income,er_k6,0.0,0.0087912087912087,0.046875,0.0182364729458917,0.8,normal,uniform,random,high_income,er_k6,0.8715083798882681,0.1312616387337057,0.2028728497960631,0.9944444444444444
c-0p80__money-normal__income-uniform__growth-random__spend-high_income__topo-er_k12,0.8,normal,uniform,random,high_income,er_k12,0.0,0.0087837837837837,0.0512820512820512,0.0111222444889779,0.8,normal,uniform,random,high_income,er_k12,0.6284916201117319,0.1060521415270018,0.2625109745390693,0.9944444444444444
c-0p80__money-normal__income-uniform__growth-random__spend-high_income__topo-er_k24,0.8,normal,uniform,random,high_income,er_k24,0.0,0.0087552742616033,0.0481927710843373,0.0158316633266533,0.8,normal,uniform,random,high_income,er_k24,0.3852691218130311,0.0864258734655335,0.3113903305107894,0.9805555555555556
c-0p80__money-normal__income-uniform__growth-random__spend-high_income__topo-ba_k6,0.8,normal,uniform,random,high_income,ba_k6,0.0,0.008947119924457,0.0659630606860158,0.0353707414829659,0.8,normal,uniform,random,high_income,ba_k6,0.9694444444444444,0.1740046296296296,0.2228282559531728,1.0
c-0p80__money-normal__income-uniform__growth-random__spend-high_income__topo-ba_k12,0.8,normal,uniform,random,high_income,ba_k12,0.0,0.009086188992731,0.08,0.0321643286573146,0.8,normal,uniform,random,high_income,ba_k12,0.9693593314763232,0.1713324048282265,0.2377726595312288,0.9972222222222222
c-0p80__money-normal__income-uniform__growth-random__spend-high_income__topo-ba_k24,0.8,normal,uniform,random,high_income,ba_k24,0.0,0.0090136054421768,0.0754716981132075,0.0196392785571142,0.8,normal,uniform,random,high_income,ba_k24,0.927170868347339,0.1494631185807656,0.2815867562080275,0.9916666666666668
c-0p80__money-normal__income-uniform__growth-random__spend-high_income__topo-sw_k6,0.8,normal,uniform,random,high_income,sw_k6,0.0,0.0085443037974683,0.0246913580246913,0.0079158316633266,0.8,normal,uniform,random,high_income,sw_k6,0.1242937853107344,0.0666902071563088,0.1937875044122838,0.9833333333333332
c-0p80__money-normal__income-uniform__growth-random__spend-high_income__topo-sw_k12,0.8,normal,uniform,random,high_income,sw_k12,0.0,0.0085585585585585,0.0263157894736842,0.0074148296593186,0.8,normal,uniform,random,high_income,sw_k12,0.1079545454545454,0.0618607954545454,0.2598545732874091,0.9777777777777776
c-0p80__money-normal__income-uniform__growth-random__spend-high_income__topo-sw_k24,0.8,normal,uniform,random,high_income,sw_k24,0.0,0.0087499999999999,0.0476190476190476,0.0080160320641282,0.8,normal,uniform,random,high_income,sw_k24,0.1285714285714285,0.0617857142857142,0.3217726396917148,0.9722222222222222
c-0p80__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.8,normal,uniform,random,high_wealth,complete,0.0,0.0089015151515151,0.0638297872340425,0.0044088176352705,0.8,normal,uniform,random,high_wealth,complete,0.0393442622950819,0.0345628415300546,0.4434782608695652,0.8472222222222222
c-0p80__money-normal__income-uniform__growth-random__spend-high_wealth__topo-er_k6,0.8,normal,uniform,random,high_wealth,er_k6,0.0,0.0089171974522292,0.0654761904761904,0.0157314629258517,0.8,normal,uniform,random,high_wealth,er_k6,0.3631284916201117,0.0879189944134078,0.2115435530844585,0.9944444444444444
c-0p80__money-normal__income-uniform__growth-random__spend-high_wealth__topo-er_k12,0.8,normal,uniform,random,high_wealth,er_k12,0.0,0.0085897435897435,0.0298507462686567,0.0065130260521042,0.8,normal,uniform,random,high_wealth,er_k12,0.1871508379888268,0.0695996275605214,0.2645484949832776,0.9944444444444444
c-0p80__money-normal__income-uniform__growth-random__spend-high_wealth__topo-er_k24,0.8,normal,uniform,random,high_wealth,er_k24,0.0,0.0088541666666666,0.0588235294117647,0.0064128256513026,0.8,normal,uniform,random,high_wealth,er_k24,0.0660919540229885,0.0534482758620689,0.3086917562724014,0.9666666666666668
c-0p80__money-normal__income-uniform__growth-random__spend-high_wealth__topo-ba_k6,0.8,normal,uniform,random,high_wealth,ba_k6,0.0,0.0092532467532467,0.087719298245614,0.0154308617234468,0.8,normal,uniform,random,high_wealth,ba_k6,0.925,0.1380555555555555,0.1948356807511737,1.0
c-0p80__money-normal__income-uniform__growth-random__spend-high_wealth__topo-ba_k12,0.8,normal,uniform,random,high_wealth,ba_k12,0.0,0.0092875318066157,0.1027397260273972,0.01312625250501,0.8,normal,uniform,random,high_wealth,ba_k12,0.7777777777777778,0.1182407407407407,0.2276820673453406,1.0
c-0p80__money-normal__income-uniform__growth-random__spend-high_wealth__topo-ba_k24,0.8,normal,uniform,random,high_wealth,ba_k24,0.0,0.0087719298245614,0.05,0.0095190380761523,0.8,normal,uniform,random,high_wealth,ba_k24,0.5194444444444445,0.0990972222222222,0.2835786031301098,1.0
c-0p80__money-normal__income-uniform__growth-random__spend-high_wealth__topo-sw_k6,0.8,normal,uniform,random,high_wealth,sw_k6,0.0,0.0084362139917695,0.0121951219512195,0.0081162324649298,0.8,normal,uniform,random,high_wealth,sw_k6,0.0175438596491228,0.0398148148148148,0.2239902080783353,0.95
c-0p80__money-normal__income-uniform__growth-random__spend-high_wealth__topo-sw_k12,0.8,normal,uniform,random,high_wealth,sw_k12,0.0,0.0086666666666666,0.0384615384615384,0.00250501002004,0.8,normal,uniform,random,high_wealth,sw_k12,0.0118694362017804,0.0357566765578635,0.2565698478561549,0.9361111111111112
c-0p80__money-normal__income-uniform__growth-random__spend-high_wealth__topo-sw_k24,0.8,normal,uniform,random,high_wealth,sw_k24,0.0,0.0085470085470085,0.0,0.0039078156312625,0.8,normal,uniform,random,high_wealth,sw_k24,0.0216718266253869,0.034907120743034,0.3333333333333333,0.8972222222222223
c-0p80__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.8,normal,uniform,random,high_both,complete,0.0,0.0094135802469135,0.1147540983606557,0.0054108216432865,0.8,normal,uniform,random,high_both,complete,0.1534090909090909,0.0610085227272727,0.4361660845944897,0.9777777777777776
c-0p80__money-normal__income-uniform__growth-random__spend-high_both__topo-er_k6,0.8,normal,uniform,random,high_both,er_k6,0.0,0.0091071428571428,0.0849673202614379,0.0140280561122244,0.8,normal,uniform,random,high_both,er_k6,0.8994413407821229,0.1388268156424581,0.1953386988598256,0.9944444444444444
c-0p80__money-normal__income-uniform__growth-random__spend-high_both__topo-er_k12,0.8,normal,uniform,random,high_both,er_k12,0.0,0.0092198581560283,0.0865384615384615,0.0094188376753507,0.8,normal,uniform,random,high_both,er_k12,0.6796657381615598,0.1111652739090064,0.2562121528502818,0.9972222222222222
c-0p80__money-normal__income-uniform__growth-random__spend-high_both__topo-er_k24,0.8,normal,uniform,random,high_both,er_k24,0.0,0.0086805555555555,0.04,0.0072144288577154,0.8,normal,uniform,random,high_both,er_k24,0.3854748603351955,0.085498137802607,0.3081949360196025,0.9944444444444444
c-0p80__money-normal__income-uniform__growth-random__spend-high_both__topo-ba_k6,0.8,normal,uniform,random,high_both,ba_k6,0.0,0.0085434173669467,0.0218579234972677,0.0357715430861723,0.8,normal,uniform,random,high_both,ba_k6,0.9722222222222222,0.1748379629629629,0.2151462994836488,1.0
c-0p80__money-normal__income-uniform__growth-random__spend-high_both__topo-ba_k12,0.8,normal,uniform,random,high_both,ba_k12,0.0,0.0092530657748049,0.0993975903614457,0.0299599198396793,0.8,normal,uniform,random,high_both,ba_k12,0.9694444444444444,0.1691898148148148,0.2458612669311807,1.0
c-0p80__money-normal__income-uniform__growth-random__spend-high_both__topo-ba_k24,0.8,normal,uniform,random,high_both,ba_k24,0.0,0.009040404040404,0.0782122905027933,0.0165330661322645,0.8,normal,uniform,random,high_both,ba_k24,0.9411764705882352,0.1523109243697478,0.2734099616858237,0.9916666666666668
c-0p80__money-normal__income-uniform__growth-random__spend-high_both__topo-sw_k6,0.8,normal,uniform,random,high_both,sw_k6,0.0,0.0085164835164835,0.021505376344086,0.0091182364729458,0.8,normal,uniform,random,high_both,sw_k6,0.1048158640226629,0.0647072710103871,0.186063480481576,0.9805555555555556
c-0p80__money-normal__income-uniform__growth-random__spend-high_both__topo-sw_k12,0.8,normal,uniform,random,high_both,sw_k12,0.0,0.0083333333333333,0.0,0.0049098196392785,0.8,normal,uniform,random,high_both,sw_k12,0.1221590909090909,0.0630681818181818,0.25,0.9777777777777776
