scenario_id,scenario_base_id,c,n_nodes,money_distribution,income_distribution_rule,growth_rule,spending_label,a,b,topology_label,topology_family,target_mean_degree_requested,runs,run_default_rate,run_large_event_rate,mean_periods_completed,mean_time_steps_completed,mean_avalanche_count,event_count,events_per_run,event_occupancy,event_large_event_rate,mean_event_size,mean_event_fraction,median_event_size,p90_event_size,p99_event_size,max_event_size,mean_initial_default_count,mean_propagated_default_count,propagated_share_total,initial_share_total,mean_first_cascade_credit,mean_final_active_credit,mean_initial_gini,mean_final_net_worth_gini,mean_topology_degree,mean_topology_clustering,mean_topology_degree_cv,fit_status,alpha,bootstrap_p,bounded_alpha,bounded_bootstrap_p,pl_vs_exponential_R,pl_vs_lognormal_R,gate_event_count,gate_not_saturated,gate_has_transition,gate_propagation,gate_tail_plausible,gate_alternative_not_better,soc_screen_score,quick_soc_candidate
stage2__c-0p795__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.795,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,264051.5416666667,205.875,4941,205.875,0.8578125,0.0311677798016595,4.050799433313094,0.0337566619442757,3.0,8.0,15.0,27,2.2232341631248733,1.827565270188221,0.4511616287784162,0.5488383712215839,2705.625,14517.166666666666,0.3208587679304615,0.301123911903345,119.0,1.0,0.0,ok,6.461274151030028,0.8095238095238095,6.460845119378703,0.9047619047619048,-0.46710876353747155,-0.4820635380558205,True,False,True,True,True,False,4,False
stage2__c-0p795__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.795,120,equal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,267168.1666666667,203.54166666666663,4885,203.54166666666663,0.8480902777777778,0.0282497441146366,4.079426816786079,0.0339952234732173,3.0,8.0,14.0,21,2.2472876151484136,1.8321392016376663,0.4491168205539944,0.5508831794460056,5264.375,15137.75,0.0,0.3002725694444444,119.0,1.0,0.0,ok,5.584641928114557,0.047619047619047616,5.584160921933963,0.23809523809523808,-4.847847369976588,-4.3048856356807175,True,False,True,True,True,False,4,False
stage2__c-0p790__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.79,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,257953.7083333333,201.83333333333331,4844,201.83333333333331,0.8409722222222222,0.0272502064409578,3.888934764657308,0.0324077897054775,3.0,8.0,14.0,31,2.151527663088357,1.7374071015689512,0.4467565558976537,0.5532434441023463,1590.4166666666667,15365.5,0.2713083609788407,0.297101018110415,119.0,1.0,0.0,ok,5.4107513537782665,0.14285714285714285,5.410059356429259,0.14285714285714285,-3.384911316741125,-3.4958587231723492,True,False,True,True,True,False,4,False
stage2__c-0p785__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.785,120,equal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,247585.54166666663,196.29166666666663,4711,196.29166666666663,0.8178819444444444,0.0241986839312247,3.861388240288686,0.032178235335739,3.0,8.0,15.0,27,2.136276798981108,1.725111441307578,0.4467593865098125,0.5532406134901875,4316.166666666667,15267.0,0.0,0.291326099537037,119.0,1.0,0.0,ok,8.962141004054228,0.8571428571428571,8.962133915919502,0.8095238095238095,-0.11933360029420859,-0.1661610601198964,True,False,True,True,True,False,4,False
stage2__c-0p780__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.78,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,235098.25,193.25,4638,193.25,0.8052083333333333,0.0239327296248382,3.653945666235446,0.0304495472186286,3.0,7.0,14.0,24,2.034928848641656,1.6190168175937905,0.4430872720835546,0.5569127279164454,2714.875,16095.666666666666,0.304631324756448,0.2976501474776203,119.0,1.0,0.0,ok,7.037045105816909,0.3333333333333333,7.036895350520391,0.42857142857142855,-0.680756083756576,-0.5860008526953688,True,False,True,True,True,False,4,False
stage2__c-0p780__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.78,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,237919.66666666663,196.91666666666663,4726,196.91666666666663,0.8204861111111111,0.0239102835378755,3.631612357173085,0.0302634363097756,3.0,7.0,14.0,23,2.0467625899280577,1.5848497672450277,0.4364038920934568,0.5635961079065431,1568.8333333333333,15802.333333333334,0.2763456546263597,0.2988998064974617,119.0,1.0,0.0,ok,6.447743111671066,0.5238095238095238,6.447544425117635,0.7142857142857143,-1.8378619474731575,-1.752391407638589,True,False,True,True,True,False,4,False
stage2__c-0p785__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.785,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.9583333333333334,240.0,244656.8333333333,199.875,4797,199.875,0.8328125,0.0227225349176568,3.766103814884303,0.0313841984573691,3.0,8.0,14.0,25,2.101313320825516,1.6647904940587868,0.4420458319495184,0.5579541680504816,2561.6666666666665,15206.583333333334,0.3201324973925289,0.2988959026546809,119.0,1.0,0.0,ok,5.365347812853787,0.19047619047619047,5.36458767684292,0.047619047619047616,-1.2369301378171005,-1.5507355652019026,True,False,True,True,True,False,4,False
stage2__c-0p595__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.595,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,1.0,240.0,224467.75,197.875,4749,197.875,0.8244791666666667,0.0204253527058328,3.6336070751737206,0.0302800589597809,3.0,7.0,13.0,25,2.060433775531691,1.57317329964203,0.4329508576726935,0.5670491423273064,2023.3333333333333,14094.333333333334,0.3320888104686975,0.2923219772031696,119.0,1.0,0.0,ok,5.533838727609372,0.14285714285714285,5.5333034836186785,0.14285714285714285,-1.4272029454390034,-1.6181858072766548,True,False,True,True,True,False,4,False
stage2__c-0p760__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.76,120,equal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.9583333333333334,240.0,200646.75,177.83333333333334,4268,177.83333333333334,0.7409722222222223,0.0173383317713214,3.224695407685098,0.0268724617307091,2.0,7.0,13.0,23,1.8226335520149952,1.402061855670103,0.4347889268328126,0.5652110731671874,4931.083333333333,15935.125,0.0,0.2962471064814815,119.0,1.0,0.0,ok,6.618114826697078,0.23809523809523808,6.617973587525758,0.23809523809523808,-0.2854814188916892,-0.3536541187828637,True,True,False,True,True,False,4,False
stage2__c-0p585__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.585,120,normal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,1.0,240.0,204688.7083333333,187.83333333333331,4508,187.83333333333331,0.7826388888888889,0.0170807453416149,3.354702750665484,0.0279558562555456,3.0,7.0,13.0,22,1.9263531499556343,1.428349600709849,0.425775309131786,0.5742246908682139,1142.875,14860.291666666666,0.2809507195543216,0.2962559085294183,119.0,1.0,0.0,ok,8.290412275793352,0.23809523809523808,8.290398347888278,0.47619047619047616,-0.483490885984196,-0.5233617839154547,True,True,False,True,True,False,4,False
stage2__c-0p580__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.58,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,1.0,240.0,196563.375,183.5,4404,183.5,0.7645833333333333,0.016802906448683,3.2658946412352408,0.0272157886769603,2.0,7.0,13.0,22,1.8769300635785648,1.3889645776566757,0.4252937495654592,0.5747062504345408,2614.333333333333,14845.375,0.3181426631644719,0.2928448141872552,119.0,1.0,0.0,ok,7.451897206976658,0.6190476190476191,7.451870918482179,0.6190476190476191,-0.5427090473542613,-0.5311501474092735,True,True,False,True,True,False,4,False
stage2__c-0p755__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.755,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,191306.5833333333,175.95833333333334,4223,175.95833333333334,0.7331597222222223,0.0158654984608098,3.114847264977504,0.0259570605414791,2.0,6.0,12.779999999999744,21,1.801562869997632,1.313284394979872,0.421620799756728,0.578379200243272,2268.2916666666665,16619.041666666668,0.3386553373512938,0.2933352922535037,119.0,1.0,0.0,ok,7.14109123677439,0.14285714285714285,7.14104132009482,0.14285714285714285,-1.2501188459300279,-1.433364025601602,True,True,False,True,True,False,4,False
stage2__c-0p750__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.75,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.9583333333333334,240.0,185879.54166666663,169.5,4068,169.5,0.70625,0.0152409046214355,3.001229105211406,0.0250102425434283,2.0,6.0,12.329999999999927,23,1.725417895771878,1.275811209439528,0.4250962404783356,0.5749037595216644,1313.75,17024.416666666668,0.2743713187245959,0.3020233459836592,119.0,1.0,0.0,ok,6.4222201704936825,0.7142857142857143,6.422011426841005,0.3333333333333333,-0.4547667683448715,-0.4041116965000908,True,True,False,True,True,False,4,False
stage2__c-0p575__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.575,120,equal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,1.0,240.0,190100.0833333333,174.58333333333334,4190,174.58333333333334,0.7274305555555556,0.015035799522673,3.158233890214797,0.0263186157517899,2.0,6.0,13.0,22,1.8040572792362768,1.3541766109785205,0.4287765434897604,0.5712234565102395,5470.75,16091.5,0.0,0.2913680555555556,119.0,1.0,0.0,ok,5.673362334657939,0.6666666666666666,5.672962955471252,0.5714285714285714,-0.9399374879431619,-0.9975170373339197,True,True,False,True,True,False,4,False
stage2__c-0p755__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.755,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,189361.125,177.625,4263,177.625,0.7401041666666667,0.0140745953553835,3.0919540229885056,0.0257662835249041,2.0,6.0,12.38000000000011,26,1.77762139338494,1.3143326296035656,0.4250815567862833,0.5749184432137168,1192.0,16817.916666666668,0.2793302513175698,0.3011153838792095,119.0,1.0,0.0,ok,5.511323266644491,0.09523809523809523,5.51076234013739,0.2857142857142857,-2.007256330574734,-1.9738066150066031,True,True,False,True,True,False,4,False
stage2__c-0p585__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.585,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.9583333333333334,240.0,206461.3333333333,187.0,4488,187.0,0.7791666666666667,0.0140374331550802,3.4024064171122994,0.0283533868092691,3.0,7.0,13.0,21,1.943404634581105,1.4590017825311945,0.428814669286182,0.5711853307138179,2718.75,15138.75,0.3198192559343347,0.2933750687306609,119.0,1.0,0.0,ok,5.694440649292511,0.09523809523809523,5.694058314522966,0.19047619047619047,-1.8911659552554776,-1.6543340643819278,True,True,False,True,True,False,4,False
stage2__c-0p580__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.58,120,normal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.9166666666666666,240.0,199970.5,184.58333333333331,4430,184.58333333333331,0.7690972222222222,0.0139954853273137,3.2507900677200903,0.0270899172310007,2.0,7.0,12.0,23,1.875846501128668,1.374943566591422,0.4229567391153392,0.5770432608846607,1797.6666666666667,15719.125,0.2738226258519499,0.2900757484380606,119.0,1.0,0.0,ok,6.261679809274574,0.42857142857142855,6.261494643662426,0.5238095238095238,-0.30319011695007436,-0.4453705244975126,True,True,False,True,True,False,4,False
stage2__c-0p755__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.755,120,equal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.875,240.0,192351.66666666663,172.08333333333334,4130,172.08333333333334,0.7170138888888888,0.0135593220338983,3.1300242130750604,0.0260835351089588,2.0,6.0,12.0,20,1.7878934624697336,1.3421307506053268,0.4287924499110389,0.5712075500889611,5383.25,16017.041666666666,0.0,0.299935474537037,119.0,1.0,0.0,ok,4.88308794536881,0.14285714285714285,4.882187446216352,0.14285714285714285,-3.204358711033402,-3.0851249657333293,True,True,False,True,True,False,4,False
stage2__c-0p565__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.565,120,normal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.9166666666666666,240.0,171044.79166666666,169.58333333333334,4070,169.58333333333334,0.7065972222222222,0.0132678132678132,2.887714987714988,0.0240642915642915,2.0,6.0,12.0,23,1.693120393120393,1.1945945945945946,0.4136816132051391,0.5863183867948609,1201.0,15522.291666666666,0.2789170145079659,0.2844065440375734,119.0,1.0,0.0,ok,7.478812834768661,0.42857142857142855,7.47877165997506,0.6190476190476191,-0.3132000698316131,-0.29312662621297925,True,True,False,True,True,False,4,False
stage2__c-0p750__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.75,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.9166666666666666,240.0,181500.0833333333,171.75,4122,171.75,0.715625,0.0128578360019408,2.959970887918486,0.0246664240659873,2.0,6.0,12.0,22,1.720524017467249,1.2394468704512374,0.4187361691664618,0.5812638308335383,2902.9166666666665,17063.791666666668,0.3008090429048244,0.2944877747695089,119.0,1.0,0.0,ok,4.599072181878103,0.6190476190476191,4.597374257544284,0.8571428571428571,-1.5520073264262457,-2.054366867417743,True,True,False,True,True,False,4,False
stage2__c-0p565__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.565,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.9166666666666666,240.0,171466.95833333334,166.875,4005,166.875,0.6953125,0.0124843945068664,2.9540574282147314,0.0246171452351227,2.0,6.0,12.0,23,1.7101123595505618,1.2439450686641698,0.4210971177415264,0.5789028822584735,2592.4166666666665,16279.291666666666,0.3398012773391099,0.2924904736215524,119.0,1.0,0.0,ok,5.39007676545431,0.14285714285714285,5.38935463959894,0.09523809523809523,-0.8667598442882722,-1.0194976323822589,True,True,False,True,True,False,4,False
stage2__c-0p735__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.735,120,equal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.875,240.0,161873.29166666666,154.66666666666666,3712,154.66666666666666,0.6444444444444445,0.011853448275862,2.7505387931034484,0.0229211566091953,2.0,5.0,12.0,23,1.6344288793103448,1.1161099137931034,0.4057786483839373,0.5942213516160627,5339.291666666667,17890.583333333332,0.0,0.3004100115740741,119.0,1.0,0.0,ok,5.06789850291091,0.47619047619047616,5.066496057881504,0.47619047619047616,-1.3902733152589386,-1.1507232088240116,True,True,False,True,True,False,4,False
stage2__c-0p570__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.57,120,equal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.9166666666666666,240.0,180337.79166666663,172.16666666666666,4132,172.16666666666666,0.7173611111111111,0.0113746369796708,3.01621490803485,0.0251351242336237,2.0,6.0,12.0,21,1.7754114230396902,1.2408034849951597,0.4113776779266629,0.5886223220733371,5695.041666666667,16359.208333333334,0.0,0.2941588541666667,119.0,1.0,0.0,ok,6.190000585613113,0.5238095238095238,6.189786413975667,0.7142857142857143,-0.5574132219363612,-0.48670727343633136,True,True,False,True,True,False,4,False
stage2__c-0p740__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.74,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.9166666666666666,240.0,168350.83333333334,165.375,3969,165.375,0.6890625,0.0113378684807256,2.7838246409674983,0.0231985386747291,2.0,6.0,13.0,24,1.6449987402368356,1.1388259007306627,0.4090867951850846,0.5909132048149154,2748.583333333333,17349.541666666668,0.3157709789589278,0.2959505543883144,119.0,1.0,0.0,ok,6.506210973814809,0.8095238095238095,6.505942428709725,0.7619047619047619,-0.3607727319483629,-0.3190554267712127,True,True,False,True,True,False,4,False
stage2__c-0p730__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.73,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.9166666666666666,240.0,154647.95833333334,152.04166666666666,3649,152.04166666666666,0.6335069444444444,0.0112359550561797,2.676075637160866,0.0223006303096738,2.0,5.0,12.0,23,1.5974239517676077,1.0786516853932584,0.4030721966205837,0.5969278033794163,1044.7916666666667,18745.08333333333,0.2753185927713066,0.2954852640847291,119.0,1.0,0.0,ok,4.669269955793063,0.047619047619047616,4.667817161946426,0.047619047619047616,1.2214612334528834,-0.5062398725367174,True,True,False,True,False,True,4,False
stage2__c-0p550__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.55,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.8333333333333334,240.0,147248.04166666666,150.08333333333334,3602,150.08333333333334,0.6253472222222223,0.0102720710716268,2.5777345918933925,0.0214811215991115,2.0,5.0,11.989999999999782,19,1.5430316490838425,1.0347029428095502,0.4014001077005923,0.5985998922994077,2635.5,17281.333333333332,0.3079082249754883,0.2961637784664249,119.0,1.0,0.0,ok,7.133731102837528,0.14285714285714285,7.133680440008178,0.09523809523809523,-0.5153703189995047,-0.4553749189415095,True,True,False,True,True,False,4,False
stage2__c-0p545__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.545,120,normal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.875,240.0,138584.16666666666,144.125,3459,144.125,0.6005208333333333,0.0101185313674472,2.5169124024284475,0.020974270020237,2.0,5.0,11.420000000000073,25,1.5206707140792135,0.996241688349234,0.3958189754192511,0.604181024580749,1428.0,17930.666666666668,0.2782536658840224,0.2881049525263539,119.0,1.0,0.0,ok,3.90590443814236,0.09523809523809523,3.9024409836201834,0.19047619047619047,-1.7225499443665515,-3.5723458637232994,True,True,False,True,True,False,4,False
stage2__c-0p735__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.735,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.7083333333333334,240.0,160646.29166666666,156.91666666666666,3766,156.91666666666666,0.6538194444444444,0.0100902814657461,2.7073818374933616,0.0225615153124446,2.0,6.0,11.349999999999907,24,1.619490175252257,1.0878916622411046,0.4018242448018831,0.5981757551981169,1348.4166666666667,18674.58333333333,0.2750764592899681,0.2989955022649116,119.0,1.0,0.0,ok,5.1192164216826805,0.14285714285714285,5.118379037866396,0.14285714285714285,-0.8032382356445622,-0.9609577665629581,True,True,False,True,True,False,4,False
stage2__c-0p720__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.72,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.7916666666666666,240.0,141912.375,143.70833333333334,3449,143.70833333333334,0.5987847222222222,0.0098579298347347,2.487097709481009,0.020725814245675,2.0,5.0,11.0,27,1.5053638735865469,0.9817338358944622,0.3947307064583819,0.6052692935416181,2364.25,20164.58333333333,0.3352972125131954,0.2903835395630918,119.0,1.0,0.0,ok,4.18080766712683,0.3333333333333333,4.177969406175461,0.5238095238095238,-0.22453095193939454,-1.5670654523932654,True,True,False,True,True,False,4,False
stage2__c-0p725__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.725,120,equal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.6666666666666666,240.0,148335.91666666666,146.125,3507,146.125,0.6088541666666667,0.0094097519247219,2.550042771599658,0.0212503564299971,2.0,5.0,11.0,20,1.5349301397205588,1.0151126318790988,0.3980767080398076,0.6019232919601923,5032.291666666667,20269.875,0.0,0.2979094328703703,119.0,1.0,0.0,ok,4.255371375161637,0.23809523809523808,4.25297947163099,0.19047619047619047,-2.2258905757668463,-2.4863152203119516,True,True,False,True,True,False,4,False
stage2__c-0p720__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.72,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.625,240.0,141349.0,144.04166666666666,3457,144.04166666666666,0.6001736111111111,0.0086780445472953,2.5036158518947063,0.0208634654324558,2.0,5.0,11.0,25,1.4998553659242118,1.0037604859704947,0.4009243212016176,0.5990756787983824,1127.0833333333333,18527.125,0.2793404860287051,0.2946214762887268,119.0,1.0,0.0,ok,3.9990188884991875,0.14285714285714285,3.9962506020918735,0.09523809523809523,-0.8126605650739411,-3.006422329400007,True,True,False,True,True,False,4,False
stage2__c-0p545__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.545,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.6666666666666666,240.0,139840.58333333334,141.75,3402,141.75,0.590625,0.0085243974132863,2.584950029394474,0.0215412502449539,2.0,5.0,11.0,20,1.5467372134038802,1.0382128159905937,0.4016374801000682,0.5983625198999317,2947.6666666666665,17317.5,0.3050818286367879,0.2905226503671612,119.0,1.0,0.0,ok,4.662296204582718,0.14285714285714285,4.661369865841322,0.2857142857142857,-2.6037729844623554,-2.5027625863760363,True,True,False,True,True,False,4,False
stage2__c-0p690__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.69,120,equal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.75,240.0,111255.95833333331,110.25,2646,110.25,0.459375,0.0083144368858654,2.1602418745275886,0.0180020156210632,1.0,4.0,11.0,23,1.32010582010582,0.8401360544217688,0.3889083275017495,0.6110916724982505,4455.916666666667,20613.33333333333,0.0,0.2883449074074074,119.0,1.0,0.0,ok,3.048956985336775,0.09523809523809523,3.0425506561624216,0.09523809523809523,15.259781619600444,-6.577836686151011,True,True,False,True,False,True,4,False
stage2__c-0p510__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.51,120,equal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.6666666666666666,240.0,99422.58333333331,96.66666666666669,2320,96.66666666666669,0.4027777777777778,0.0081896551724137,2.0668103448275863,0.0172234195402298,1.0,4.0,10.809999999999944,21,1.2991379310344828,0.7676724137931035,0.3714285714285714,0.6285714285714286,5737.666666666667,22290.70833333333,0.0,0.2849574652777777,119.0,1.0,0.0,ok,3.065862560538057,0.047619047619047616,3.059761926020541,0.047619047619047616,4.6139252937385224,-7.256256297212115,True,True,False,True,False,True,4,False
stage2__c-0p690__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.69,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.625,240.0,111604.75,115.5,2772,115.5,0.48125,0.0075757575757575,2.130952380952381,0.0177579365079364,1.0,4.0,10.0,25,1.3556998556998556,0.7752525252525253,0.3638056543084476,0.6361943456915524,1129.5416666666667,21774.125,0.274398674251247,0.2879246701941937,119.0,1.0,0.0,ok,3.4039927036452604,0.047619047619047616,3.3995580319760994,0.047619047619047616,4.756740599460109,-3.7414681938988426,True,True,False,True,False,True,4,False
stage2__c-0p560__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.56,120,equal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.6666666666666666,240.0,163796.54166666666,158.45833333333334,3803,158.45833333333334,0.6602430555555555,0.0073626084669997,2.816460688929792,0.0234705057410815,2.0,6.0,11.0,20,1.6623718117275834,1.1540888772022089,0.4097656614695173,0.5902343385304827,5195.041666666667,16840.916666666668,0.0,0.2957251157407407,119.0,1.0,0.0,ok,6.89523707783704,0.47619047619047616,6.895186905419943,0.6190476190476191,-0.32652489818910646,-0.31525533812271256,True,True,False,True,True,False,4,False
stage2__c-0p715__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.715,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.6666666666666666,240.0,134627.0,138.375,3321,138.375,0.5765625,0.007226738934056,2.421258657031015,0.0201771554752584,2.0,5.0,10.0,21,1.4570912375790424,0.9641674194519724,0.3982091779629399,0.60179082203706,987.9166666666666,19132.791666666668,0.2777572056579009,0.2898283856518611,119.0,1.0,0.0,ok,4.110892401619572,0.14285714285714285,4.108781562343923,0.23809523809523808,-1.0289329391015203,-2.474544645227285,True,True,False,True,True,False,4,False
stage2__c-0p700__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.7,120,equal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.625,240.0,121262.20833333331,119.875,2877,119.875,0.4994791666666666,0.0069516857838025,2.282933611400765,0.019024446761673,2.0,5.0,10.0,33,1.370177267987487,0.9127563434132776,0.3998172959805116,0.6001827040194885,4780.083333333333,21035.95833333333,0.0,0.2839415509259259,119.0,1.0,0.0,ok,3.801611437523772,0.047619047619047616,3.20080707755857,0.047619047619047616,4.777411667321456,-0.8741899649623193,True,True,False,True,False,True,4,False
stage2__c-0p695__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.695,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.5416666666666666,240.0,114012.66666666669,120.91666666666669,2902,120.91666666666669,0.5038194444444445,0.0068917987594762,2.2370778773259823,0.0186423156443831,1.0,4.0,11.0,23,1.392487939352171,0.8445899379738112,0.3775415896487985,0.6224584103512015,1295.5,19461.625,0.2799028721724759,0.2868686481022373,119.0,1.0,0.0,ok,3.626039778724806,0.14285714285714285,3.6217769955382746,0.047619047619047616,-4.329846355190309,-5.222184273677016,True,True,False,True,True,False,4,False
